model,trainable_params,frozen_params,val_acc,val_f1,test_acc,test_f1,test_inference_ms
distilgpt2,12302,81912576,0.6674418604651163,0.6514118501774868,0.6526806526806527,0.6207467517778884,0.8282721042633057
