model,trainable_params,frozen_params,val_acc,val_f1,test_acc,test_f1,test_inference_ms
distilgpt2,12302,81912576,0.6813953488372093,0.6593058805036368,0.6480186480186481,0.6195373659307942,1.0715109330636483
