model,trainable_params,frozen_params,val_acc,val_f1,test_acc,test_f1,test_inference_ms
Qwen/Qwen2.5-Coder-1.5B,2390033,888616448,0.8771428571428571,0.8672517896047308,0.8904761904761904,0.8723111151992842,8.265629862294052
