threshold,accuracy,precision,recall,f1
0.6900000000000002,0.5335714285714286,0.7238095238095238,0.10857142857142857,0.18881987577639753
0.7000000000000002,0.5314285714285715,0.7340425531914894,0.09857142857142857,0.17380352644836272
0.7100000000000002,0.5285714285714286,0.7222222222222222,0.09285714285714286,0.16455696202531644
0.7200000000000002,0.5292857142857142,0.735632183908046,0.09142857142857143,0.16264294790343076
0.7300000000000002,0.5307142857142857,0.7721518987341772,0.08714285714285715,0.15661103979460847
0.7400000000000002,0.5321428571428571,0.8082191780821918,0.08428571428571428,0.15265200517464425
0.7500000000000002,0.5307142857142857,0.8115942028985508,0.08,0.14564369310793238
0.7600000000000002,0.53,0.8088235294117647,0.07857142857142857,0.14322916666666666
0.7700000000000002,0.53,0.8387096774193549,0.07428571428571429,0.13648293963254593
0.7800000000000001,0.5285714285714286,0.8448275862068966,0.07,0.12928759894459102
